"","codigo_renacyt","Investigador","Genero","URL_CTI_Vitae","grupo","nivel","Fecha_de_inicio_de_vigencia","fecha_fin_de_vigencia","Rango_de_Edad","reglamento"
"2541","P0101081","MUÑOZ URRIBARRI, ANA BEATRIZ","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=101081","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"2542","P0048474","VALLES CORAL, MIGUEL ANGEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=48474","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"2543","P0038966","GOMEZ POMAR, ENRIQUE MARTIN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=38966","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 30 a 39 años","Reglamento 2018"
"2544","P0024451","ZOLLA BENITES, GASTON ENRIQUE MARTIN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=24451","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 50 a 59 años","Reglamento 2018"
"2545","P0125531","RIVAS MAGO, LORNEL  ANTONIO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=125531","Maria Rostworowski","II",2021-05-17,2024-05-17,"Entre 40 a 49 años","Reglamento 2018"
"2546","P0003132","ZAVALETA MARTINEZ-VARGAS, ALFONSO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3132","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 60 a 69 años","Reglamento 2018"
"2547","P0100189","MORAN YAÑEZ, LUIS MIGUEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=100189","Maria Rostworowski","II",2021-06-01,2024-06-01,"Entre 60 a 69 años","Reglamento 2018"
"2548","P0013845","SOLIS LEYVA, REYNALDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13845","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 30 a 39 años","Reglamento 2018"
"2549","P0001323","PEZO CARREON, SERGIO DANILO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1323","Maria Rostworowski","I",2020-09-16,2023-09-16,"Entre 60 a 69 años","Reglamento 2018"
"2550","P0094960","YAMADA ABE, GRACIELA INES","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=94960","Maria Rostworowski","II",2020-09-24,2023-09-24,"Entre 40 a 49 años","Reglamento 2018"
"2551","P0103625","JERI LAGOS, KAY DENISSE","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=103625","Maria Rostworowski","III",2020-12-31,2022-12-31,"Entre 30 a 39 años","Reglamento 2018"
"2552","P0013935","MEJIA SANTILLAN, MIRIAN ESTHER","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13935","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"2553","P0010376","BLUMEN COHEN, SHEYLA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=10376","Carlos Monge Medrano","II",2020-07-02,2023-07-02,"Entre 50 a 59 años","Reglamento 2018"
"2554","P0073051","ZAPATA ESTEVES, MARCOS AUGUSTO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=73051","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 50 a 59 años","Reglamento 2018"
"2555","P0004265","LUJAN RUIZ, CESAR AUGUSTO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=4265","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 50 a 59 años","Reglamento 2018"
"2556","P0146597","HUAMANI CORREA, JORGE LUIS","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=146597","Carlos Monge Medrano","IV",2021-05-27,2023-05-27,"Entre 30 a 39 años","Reglamento 2018"
"2557","P0012963","CUETO SALDIVAR, ROSA MARIA LUISA MARTINA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=12963","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"2558","P0120144","COLLANQUE PINTO, JESUS DANIEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=120144","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 50 a 59 años","Reglamento 2018"
"2559","P0083540","VILCHEZ GUIZADO, JESUS","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=83540","Carlos Monge Medrano","III",2020-06-08,2022-06-08,"Entre 50 a 59 años","Reglamento 2018"
"2560","P0003553","MONTALVO OTIVO, RAUL HECTOR","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3553","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"2561","P0086498","CARBAJAL GAMARRA, FELIX MARTIN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=86498","Carlos Monge Medrano","III",2021-08-02,2023-08-02,"Entre 40 a 49 años","Reglamento 2018"
"2562","P0040847","MILLA COMITRE, SUSANA RITA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=40847","Carlos Monge Medrano","II",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"2563","P0026345","HURTADO ANAMPA, KENYI PAOLO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=26345","Carlos Monge Medrano","II",2019-10-01,2022-10-01,"Entre 30 a 39 años","Reglamento 2018"
"2564","P0016975","VELAPATIÑO COCHACHI, ROSSI BILLIE","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=16975","Carlos Monge Medrano","II",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"2565","P0018421","GALVEZ OLORTEGUI, TOMAS VLADIMIR","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=18421","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 30 a 39 años","Reglamento 2018"
"2566","P0010138","PEREZ LAZO, JOCELYN GINETTE","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=10138","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 30 a 39 años","Reglamento 2018"
"2567","P0000733","ESPINOZA CAMUS, FLOR CAROLINA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=733","Carlos Monge Medrano","III",2021-03-19,2023-03-19,"Entre 60 a 69 años","Reglamento 2018"
"2568","P0124404","SANCHEZ CONCHA BARRIOS, RAFAEL ADRIAN JESUS","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=124404","Maria Rostworowski","II",2021-05-27,2024-05-27,"Entre 50 a 59 años","Reglamento 2018"
"2569","P0003617","JIMENEZ CALDERON, CESAR EDUARDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3617","Maria Rostworowski","I",2020-05-07,2023-05-07,"Entre 60 a 69 años","Reglamento 2018"
"2570","P0002366","ALBAN CASTILLO, JOAQUINA ADELAIDA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=2366","Carlos Monge Medrano","II",2019-10-01,2022-10-01,"Entre 60 a 69 años","Reglamento 2018"
"2571","P0030783","GONZALES ROJAS, KAREN NONAQUINA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=30783","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 20 a 29 años","Reglamento 2018"
"2572","P0157818","ARAMBULO LOPEZ, CARLOS MANUEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=157818","Carlos Monge Medrano","IV",2021-05-17,2023-05-17,"Entre 50 a 59 años","Reglamento 2018"
"2573","P0026941","PACHAS CHAVEZ, PAUL ESTEBEN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=26941","Maria Rostworowski","II",2019-10-01,2022-10-01,"Entre 50 a 59 años","Reglamento 2018"
"2574","P0018952","WONG KCOMT, JORGE BENJAMIN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=18952","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 60 a 69 años","Reglamento 2018"
"2575","P0026086","SARAPURA CASTRO, ELISON HUGO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=26086","Maria Rostworowski","III",2021-05-27,2023-05-27,"Entre 30 a 39 años","Reglamento 2018"
"2576","P0052144","GALLEGOS ESPINOZA, DJAMILA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=52144","Maria Rostworowski","II",2020-05-07,2023-05-07,"Entre 50 a 59 años","Reglamento 2018"
"2577","P0004114","FONSECA LIVIAS, ABNER ALFEO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=4114","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 50 a 59 años","Reglamento 2018"
"2578","P0001666","CABEZAS SANCHEZ, CESAR AUGUSTO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1666","Carlos Monge Medrano","I",2019-10-01,2022-10-01,"Entre 60 a 69 años","Reglamento 2018"
"2579","P0014714","NUÑEZ OCHOA, MOISES ANIBAL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=14714","Maria Rostworowski","II",2021-05-17,2024-05-17,"Entre 30 a 39 años","Reglamento 2018"
"2580","P0017404","ASTETE ROBILLIARD, LAURA CRISTINA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=17404","Maria Rostworowski","II",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"2581","P0032225","SERKOVIC LOLI, LAURA NATALIA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=32225","Carlos Monge Medrano","II",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"2582","P0024885","LEON DE LOS SANTOS, NELVA CONSUELO","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=24885","Maria Rostworowski","II",2021-06-01,2024-06-01,"Entre 60 a 69 años","Reglamento 2018"
"2583","P0010518","GARCIA AMPUDIA, LUPE CELICA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=10518","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 60 a 69 años","Reglamento 2018"
"2584","P0098707","CHUNG DELGADO, KOCFA","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=98707","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 30 a 39 años","Reglamento 2018"
"2585","P0059889","ROQUE ROQUE, JOEL SACK","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=59889","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 20 a 29 años","Reglamento 2018"
"2586","P0043236","SALDAÑA BOBADILLA, VANESSA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=43236","Maria Rostworowski","III",2021-05-27,2023-05-27,"Entre 30 a 39 años","Reglamento 2018"
"2587","P0086258","YAN QUIROZ, EDGAR FERMIN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=86258","Maria Rostworowski","III",2020-09-16,2022-09-16,"Entre 40 a 49 años","Reglamento 2018"
"2588","P0027737","TICONA CHAVEZ, EDUARDO ROMULO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=27737","Carlos Monge Medrano","I",2019-10-01,2022-10-01,"Entre 60 a 69 años","Reglamento 2018"
"2589","P0080836","AGUILAR DIAZ, MIGUEL ALEJANDRO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=80836","Maria Rostworowski","II",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"2590","P0112449","BELLOTA VILLAFUERTE, EDWIN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=112449","Maria Rostworowski","II",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"2591","P0037500","ASTOCONDOR SALAZAR, LILIAN MARITA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=37500","Maria Rostworowski","II",2019-10-01,2022-10-01,"Entre 30 a 39 años","Reglamento 2018"
"2592","P0002137","VIVANCO MACKIE, HENRY WILLIAM","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=2137","Maria Rostworowski","III",2021-06-01,2023-06-01,"Entre 70 a 79 años","Reglamento 2018"
"2593","P0068052","ORELLANA MANRIQUE, DIEGO OSWALDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=68052","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 70 a 79 años","Reglamento 2018"
"2594","P0223695","IBERICO RUIZ, ROLANDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=223695","Maria Rostworowski","I",2020-12-21,2023-12-21,"Entre 30 a 39 años","Reglamento 2018"
"2595","P0013150","KAHATT NAVARRETE, SHARIF SAMIR","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13150","Carlos Monge Medrano","III",2021-11-04,2023-11-04,"Entre 40 a 49 años","Reglamento 2018"
"2596","P0045869","DAVILA FERNANDEZ, ROBERTO CESAR","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=45869","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"2597","P0003376","PACSI VALDIVIA, SERGIO ARTEMIO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3376","Maria Rostworowski","II",2021-06-01,2024-06-01,"Entre 50 a 59 años","Reglamento 2018"
"2598","P0000395","PASCUAL CHAGMAN, GLORIA JESUS","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=395","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 70 a 79 años","Reglamento 2018"
"2599","P0004139","DELGADO VILLANUEVA, KIKO ALEXI","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=4139","Carlos Monge Medrano","II",2020-09-16,2023-09-16,"Entre 50 a 59 años","Reglamento 2018"
"2600","P0069952","ALARCÓN GARCÍA, ROGER ERNESTO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=69952","Maria Rostworowski","II",2021-05-17,2024-05-17,"Entre 40 a 49 años","Reglamento 2018"
"2601","P0085258","MANZANO DE MARTEL, VICTORIA MARUJA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=85258","Carlos Monge Medrano","IV",2021-06-01,2023-06-01,"Entre 70 a 79 años","Reglamento 2018"
"2602","P0003123","VALENCIA CHACON, NIELS MARCIANO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3123","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 70 a 79 años","Reglamento 2018"
"2603","P0015203","ENCOMENDERO RISCO, JIMY JOE","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=15203","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 30 a 39 años","Reglamento 2018"
"2604","P0088571","MIRANDA ABURTO, ELDER JAIME","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=88571","Maria Rostworowski","II",2021-07-30,2024-07-30,"Entre 40 a 49 años","Reglamento 2018"
"2605","P0078103","DOMINGUEZ VERGARA, JULIO ALBERTO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=78103","Maria Rostworowski","II",2020-09-16,2023-09-16,"Entre 30 a 39 años","Reglamento 2018"
"2606","P0212276","ROJAS ARANGOITIA, VANESSA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=212276","Maria Rostworowski","I",2021-05-17,2024-05-17,"Entre 40 a 49 años","Reglamento 2018"
"2607","P0002276","REPO , RITVA ANN MARI","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=2276","Carlos Monge Medrano","II",2020-12-21,2023-12-21,"Entre 60 a 69 años","Reglamento 2018"
"2608","P0052880","CAVERO CARRASCO, JUAN RANULFO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=52880","Carlos Monge Medrano","III",2021-06-01,2023-06-01,"Entre 60 a 69 años","Reglamento 2018"
"2609","P0050740","CUADRA URTEAGA, JOSE LUIS","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=50740","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"2610","P0015557","RODRIGUEZ GALVEZ, EDGAR RAYMUNDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=15557","Carlos Monge Medrano","III",2020-05-07,2022-05-07,"Entre 60 a 69 años","Reglamento 2018"
"2611","P0015300","VASQUEZ VILCHEZ, GISSELLA MARIA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=15300","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"2612","P0023329","CARRANZA ESTEBAN, RENZO FELIPE","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=23329","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 30 a 39 años","Reglamento 2018"
"2613","P0019379","BONILLA UNTIVEROS, BEATRIZ CATHERINE","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=19379","Maria Rostworowski","II",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"2614","P0024449","PACHECO BARRIOS, KEVIN ARTURO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=24449","Maria Rostworowski","III",2020-05-07,2022-05-07,"Entre 20 a 29 años","Reglamento 2018"
"2615","P0022666","BARRIENTOS GUTIERREZ, PEDRO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=22666","Carlos Monge Medrano","III",2020-09-16,2022-09-16,"Entre 60 a 69 años","Reglamento 2018"
"2616","P0043793","RUBIÑOS JIMENEZ, SANTIAGO LINDER","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=43793","Carlos Monge Medrano","IV",2020-09-24,2022-09-24,"Entre 30 a 39 años","Reglamento 2018"
"2617","P0131188","BURSTEIN ALVA, ZUÑO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=131188","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 90 a 99 años","Reglamento 2018"
"2618","P0045636","LOPEZ RENGIFO, CARLOS FERNANDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=45636","Carlos Monge Medrano","IV",2020-07-02,2022-07-02,"Entre 60 a 69 años","Reglamento 2018"
"2619","P0000340","SABOGAL DUNIN BORKOWSKI, ANA BOZENA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=340","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 60 a 69 años","Reglamento 2018"
"2620","P0024976","HINOSTROZA SACSI, NOEMI","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=24976","Maria Rostworowski","II",2019-10-01,2022-10-01,"Entre 30 a 39 años","Reglamento 2018"
"2621","P0049969","PAREDES GAMERO, EDGAR JULIAN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=49969","Carlos Monge Medrano","I",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"2622","P0003927","SANCHEZ CHIROQUE, JUAN FRANCISCO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3927","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"2623","P0031245","LAZO JARA, ANTONIO NOLBERTO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=31245","Carlos Monge Medrano","IV",2020-07-02,2022-07-02,"Entre 60 a 69 años","Reglamento 2018"
"2624","P0002310","SUAREZ SALAS, LUIS FERNANDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=2310","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"2625","P0092555","SEVILLANO BENDEZU, MIGUEL ANGEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=92555","Maria Rostworowski","II",2021-07-26,2024-07-26,"Entre 30 a 39 años","Reglamento 2018"
"2626","P0013100","WIESER REY, MARTIN FRANZ","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13100","Carlos Monge Medrano","III",2020-09-16,2022-09-16,"Entre 50 a 59 años","Reglamento 2018"
"2627","P0017889","RAMIREZ AREVALO, FREDY FRANCISCO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=17889","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"2628","P0053076","ESPINOZA QUIÑONES, FERNANDO RODOLFO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=53076","Carlos Monge Medrano","I",2019-10-01,2022-10-01,"Entre 50 a 59 años","Reglamento 2018"
"2629","P0050539","IZAGUIRRE TORRES, DELIA MARGARITA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=50539","Maria Rostworowski","III",2021-05-17,2023-05-17,"Entre 40 a 49 años","Reglamento 2018"
"2630","P0048390","FERREYROS CALISAYA, LEDU ANALI","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=48390","Maria Rostworowski","II",2021-08-04,2024-08-04,"Entre 40 a 49 años","Reglamento 2018"
"2631","P0105041","CARRUITERO LECCA, FRANCISCO ROGGER","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=105041","Carlos Monge Medrano","III",2020-09-24,2022-09-24,"Entre 60 a 69 años","Reglamento 2018"
"2632","P0019436","SILVA PAREDES, GUSTAVO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=19436","Maria Rostworowski","II",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"2633","P0136600","DIAZ GUEVARA, JUAN JOSE","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=136600","Carlos Monge Medrano","IV",2021-05-04,2023-05-04,"Entre 40 a 49 años","Reglamento 2018"
"2634","P0002695","CORDOVA DELGADO, MARGARITA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=2695","Maria Rostworowski","II",2021-01-28,2024-01-28,"Entre 60 a 69 años","Reglamento 2018"
"2635","P0081944","HUARACA QUISPE, LIDIA PRISILA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=81944","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 30 a 39 años","Reglamento 2018"
"2636","P0071088","MARTÍNE AGUILAR, YORDAN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=71088","Carlos Monge Medrano","II",2019-10-01,2022-10-01,"Entre 30 a 39 años","Reglamento 2018"
"2637","P0017834","RUNZER COLMENARES, FERNANDO MIGUEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=17834","Maria Rostworowski","I",2020-05-07,2023-05-07,"Entre 30 a 39 años","Reglamento 2018"
"2638","P0020967","JIMENEZ HEREDIA, ASTRID CAROLINA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20967","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 30 a 39 años","Reglamento 2018"
"2639","P0040797","FERNANDEZ ARATA, JOSE MANUEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=40797","Carlos Monge Medrano","III",2020-07-02,2022-07-02,"Entre 70 a 79 años","Reglamento 2018"
"2640","P0110391","ORTEGA , PRISCILA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=110391","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 30 a 39 años","Reglamento 2018"
"2641","P0123380","MAZULIS ALEMAN, FERNANDO DAVID MARTIN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=123380","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 30 a 39 años","Reglamento 2018"
